7.05,10.05,5
7.35,10.5,5
7.65,11.1,5
8.1,11.2,5
8.8,11.4,5
8.3,10.55,5
9.0,10.9,5
9.35,10.5,5
10.15,11.0,5
10.4,10.55,5
10.9,10.0,5
11.55,10.2,5
11.75,10.85,5
10.1,8.65,5
11.05,9.1,5
11.85,9.8,5
12.85,10.65,5
12.9,11.7,5
13.6,11.1,5
14.05,11.75,5
14.5,11.8,5
14.3,12.45,5
17.0,12.9,5
15.8,12.6,5
15.85,12.0,5
16.7,12.2,5
16.25,11.7,5
15.55,11.15,5
14.8,11.35,5
14.45,10.75,5
13.75,10.45,5
12.8,10.1,5
13.15,9.8,5
12.45,9.3,5
11.8,8.95,5
11.1,8.45,5
10.35,7.7,5
10.1,6.75,5
11.3,7.95,5
12.35,8.45,5
13.1,8.95,5
13.2,9.35,5
14.1,10.05,5
11.5,7.5,5
11.35,6.9,5
11.95,6.75,5
12.4,7.1,5
12.25,7.6,5
12.95,7.6,5
13.45,7.95,5
13.35,8.25,5
13.75,9.0,5
14.3,9.3,5
14.85,9.55,5
15.1,10.25,5
15.45,10.55,5
16.35,10.85,5
16.75,11.5,5
16.25,10.2,5
15.4,10.1,5
15.45,9.7,5
15.15,9.3,5
15.25,8.65,5
15.55,8.2,5
14.25,8.7,5
14.25,8.25,5
15.05,7.8,5
14.3,7.5,5
13.55,7.45,5
14.3,6.95,5
13.95,6.7,5
13.05,6.95,5
13.05,6.2,5
11.55,6.3,5
10.8,5.85,5
10.6,5.05,5
11.35,5.55,5
12.15,5.4,5
12.4,5.8,5
12.8,5.7,5
13.65,5.9,5
13.9,5.3,5
13.1,5.1,5
12.55,4.9,5
11.5,4.75,5
11.35,4.05,5
12.4,4.35,5
11.75,3.45,5
12.65,3.7,5
13.4,4.35,5
13.9,4.95,5
12.75,3.0,5
13.55,3.15,5
13.7,3.65,5
14.1,4.1,5
14.65,5.05,5
14.35,5.75,5
14.5,6.55,5
15.15,7.1,5
13.6,2.55,5
14.45,2.4,5
14.6,3.05,5
15.0,3.4,5
15.25,3.5,5
14.7,4.1,5
14.7,4.5,5
15.25,2.7,5
15.65,2.05,5
15.95,2.8,5
16.1,3.55,5
15.9,4.0,5
15.6,4.75,5
15.55,5.05,5
15.35,5.5,5
15.15,5.95,5
15.5,6.75,5
15.7,6.35,5
16.2,5.9,5
16.35,5.35,5
16.2,4.55,5
16.55,4.2,5
16.95,4.75,5
17.05,5.1,5
17.3,4.8,5
17.3,4.15,5
17.6,4.3,5
17.05,3.7,5
17.25,3.05,5
16.65,2.8,5
16.55,2.15,5
17.2,2.05,5
18.15,1.95,5
18.05,2.45,5
18.15,3.05,5
18.6,3.45,5
18.4,3.6,5
18.85,3.2,5
19.1,2.65,5
19.45,2.65,5
19.0,2.1,5
19.9,2.05,5
20.45,2.8,5
19.8,3.25,5
19.45,3.9,5
18.65,4.2,5
18.4,4.6,5
18.65,4.75,5
18.75,5.15,5
19.1,4.55,5
17.9,5.4,5
17.65,5.7,5
17.05,6.05,5
17.4,6.5,5
16.6,6.85,5
15.7,7.15,5
15.75,7.75,5
16.6,7.95,5
20.4,3.4,5
20.7,3.45,5
21.15,2.85,5
21.75,2.65,5
22.0,3.25,5
22.2,3.5,5
21.45,3.75,5
21.1,4.05,5
20.15,4.3,5
20.8,4.7,5
20.7,5.15,5
19.75,5.05,5
19.85,5.5,5
20.4,5.65,5
20.55,5.75,5
18.7,5.75,5
19.25,5.95,5
18.4,6.0,5
18.45,6.6,5
17.65,7.05,5
16.7,7.4,5
18.65,7.3,5
18.05,7.35,5
17.85,7.75,5
17.5,8.25,5
17.15,8.6,5
17.05,9.0,5
16.4,8.7,5
16.05,8.95,5
16.05,9.6,5
16.5,9.75,5
17.25,9.6,5
17.6,9.9,5
17.8,9.3,5
18.0,8.55,5
18.8,8.1,5
18.8,8.35,5
19.4,7.6,5
19.25,6.6,5
20.05,6.95,5
19.8,7.5,5
20.05,6.35,5
21.15,5.7,5
21.65,4.85,5
22.15,4.35,5
23.05,3.35,5
23.05,3.8,5
23.15,4.4,5
22.5,4.75,5
22.15,5.2,5
24.15,4.55,5
23.5,5.05,5
23.1,5.3,5
23.0,5.75,5
22.2,5.75,5
21.85,6.2,5
20.75,6.55,5
21.0,7.15,5
20.75,7.65,5
20.0,8.2,5
19.5,8.65,5
18.85,9.05,5
18.75,9.55,5
18.6,10.0,5
16.95,10.35,5
17.35,10.85,5
18.0,10.65,5
18.5,10.55,5
18.1,11.1,5
17.55,11.3,5
17.95,11.9,5
18.3,12.0,5
18.0,12.5,5
19.0,11.65,5
19.5,11.05,5
19.45,10.55,5
19.4,9.65,5
20.1,9.4,5
20.05,9.95,5
20.05,10.2,5
19.35,12.2,5
19.2,12.25,5
20.05,11.6,5
20.6,11.15,5
20.7,10.65,5
21.3,11.65,5
21.8,11.15,5
21.85,10.7,5
21.65,10.05,5
20.95,10.2,5
20.9,9.7,5
21.65,9.45,5
21.2,9.25,5
20.75,8.75,5
20.55,8.75,5
21.1,8.0,5
21.65,8.65,5
21.75,8.2,5
21.95,7.55,5
22.0,6.75,5
22.8,6.45,5
22.65,6.65,5
22.75,7.05,5
23.0,7.35,5
22.55,7.9,5
22.2,8.7,5
22.9,8.45,5
22.35,9.2,5
22.75,9.35,5
22.4,10.05,5
23.05,10.9,5
23.3,9.85,5
23.95,9.8,5
23.65,9.1,5
23.7,8.85,5
24.25,8.25,4
24.85,7.95,4
23.5,7.85,5
23.85,7.35,5
23.95,6.9,5
23.65,6.5,5
23.6,5.7,5
24.3,5.65,5
24.8,6.4,4
34.05,3.5,4
33.05,3.85,4
32.0,3.8,4
31.9,4.4,4
31.05,4.75,4
30.4,5.65,4
30.75,6.1,4
30.0,6.7,4
30.1,7.4,4
29.5,8.15,4
30.75,8.0,4
30.85,7.35,4
31.5,6.75,4
31.75,5.95,4
32.35,6.45,4
32.8,6.0,4
32.05,5.1,4
32.8,4.8,4
32.65,4.4,4
33.65,4.6,4
33.05,5.15,4
33.6,5.45,4
34.5,5.05,4
34.9,4.65,4
35.45,4.1,4
34.6,4.05,4
34.2,4.2,4
36.3,5.2,4
35.55,5.35,4
35.95,6.05,4
34.8,5.85,4
33.7,6.15,4
33.95,6.6,4
33.7,7.05,4
32.75,7.1,4
32.3,7.65,4
33.0,7.9,4
31.95,8.15,4
31.15,8.65,4
30.35,8.85,4
29.85,9.0,4
30.7,9.15,4
29.7,9.9,4
30.45,9.95,4
30.95,9.85,4
31.8,9.45,4
32.45,8.8,4
33.55,8.6,4
34.35,7.7,4
34.7,8.0,4
34.6,7.25,4
35.0,6.8,4
35.5,7.35,4
36.1,7.5,4
36.55,7.0,4
36.0,8.2,4
35.35,8.05,4
36.55,8.65,4
36.4,9.1,4
35.5,9.1,4
34.55,8.85,4
35.25,9.4,4
34.4,9.5,4
33.5,9.3,4
33.85,9.8,4
32.5,9.65,4
32.3,10.25,4
33.3,10.3,4
31.6,10.5,4
30.6,10.5,4
30.4,11.1,4
30.9,11.45,4
30.7,11.65,4
30.4,12.05,4
31.2,12.0,4
31.95,11.35,4
31.65,11.05,4
32.95,11.15,4
32.65,11.7,4
32.25,12.25,4
32.05,12.25,4
31.3,12.7,4
31.95,12.95,4
32.75,13.1,4
33.15,13.2,4
33.1,12.75,4
33.15,12.1,4
34.3,11.75,4
34.0,10.85,4
34.65,11.0,4
34.8,10.1,4
35.65,9.85,4
36.35,10.0,4
35.55,10.75,4
35.8,11.55,4
35.2,11.75,4
34.7,11.75,4
34.95,12.75,4
34.05,12.55,4
34.05,13.05,4
33.25,13.7,4
33.2,14.15,4
33.25,14.7,4
33.0,15.15,4
32.95,15.65,3
32.6,16.15,3
32.45,16.75,3
32.65,17.05,3
32.75,17.3,3
31.75,17.2,3
31.7,17.65,3
31.0,17.5,3
31.15,17.9,3
30.45,18.05,3
30.05,18.8,3
30.55,18.8,3
30.5,19.3,3
30.25,19.4,3
29.6,19.85,3
29.15,20.55,3
30.25,20.45,3
30.7,20.05,3
31.0,19.9,3
31.55,19.65,3
31.5,18.55,3
32.05,18.6,3
31.95,19.1,3
32.6,18.35,3
32.85,17.95,3
33.45,17.45,3
33.7,17.0,3
34.25,17.35,3
34.3,18.05,3
33.85,18.4,3
33.05,18.85,3
33.25,18.95,3
32.8,19.15,3
32.3,19.85,3
32.8,20.0,3
31.75,20.25,3
31.75,20.75,3
32.1,21.15,3
31.55,21.6,3
30.65,21.3,3
29.95,21.6,3
29.5,21.6,3
30.35,22.05,3
31.05,22.0,3
31.55,22.2,3
30.95,22.65,3
30.3,23.1,3
29.6,23.15,3
29.35,22.55,3
29.2,23.85,3
30.75,24.0,3
30.95,24.15,3
31.45,23.7,3
31.95,23.15,3
32.55,22.05,3
32.6,22.55,3
33.25,22.25,3
33.65,21.9,3
33.5,21.3,3
33.1,20.75,3
33.8,20.4,3
33.85,20.0,3
34.15,19.3,3
34.85,18.85,3
35.3,18.55,3
35.4,19.35,3
34.55,19.75,3
35.05,20.0,3
35.95,19.85,3
36.35,20.6,3
35.5,20.55,3
34.45,20.65,3
34.4,21.25,3
35.0,21.05,3
35.75,21.3,3
35.05,21.5,3
34.6,22.05,3
34.2,21.75,3
36.25,21.95,3
35.7,22.3,3
35.5,22.9,3
35.85,23.25,3
36.3,23.8,3
35.45,24.1,3
34.9,23.5,3
34.2,22.9,3
33.85,23.3,3
33.25,23.35,3
32.45,23.7,3
33.6,23.9,3
34.25,23.95,3
34.25,24.1,3
35.4,24.7,3
35.15,25.3,3
34.4,24.9,3
33.7,24.85,3
32.25,24.45,3
32.5,24.7,3
31.45,24.45,3
31.55,25.2,3
31.05,25.0,3
30.25,24.3,3
29.8,24.8,3
29.6,25.5,3
29.7,26.05,3
30.5,25.5,3
30.65,26.0,3
31.25,26.05,3
31.45,26.95,3
30.75,26.9,3
30.65,27.15,3
31.25,27.85,3
31.85,27.75,3
32.7,28.2,3
33.25,27.55,3
32.4,27.1,3
32.15,26.65,3
32.35,25.95,3
32.95,25.5,3
33.85,26.05,3
33.05,26.5,3
33.65,27.0,3
34.1,27.35,3
34.2,27.95,3
34.65,26.85,3
35.25,26.0,3
35.7,26.15,3
34.4,25.6,3
21.3,20.8,2
20.15,20.9,2
19.2,21.35,2
19.1,21.85,2
18.45,22.8,2
18.75,22.95,2
19.4,23.0,2
19.55,22.25,2
19.8,21.85,2
20.5,21.85,2
21.45,21.45,2
21.7,21.9,2
21.4,22.3,2
21.0,22.6,2
21.15,22.95,2
20.5,22.85,2
19.75,23.65,2
19.2,23.7,2
18.45,24.35,2
20.65,23.85,2
20.65,24.3,2
19.7,24.6,2
20.15,25.05,2
22.15,25.1,2
21.6,24.65,2
21.7,23.8,2
21.9,23.65,2
22.55,23.5,2
22.55,24.3,2
23.3,24.45,2
24.25,24.35,2
23.8,25.25,2
23.4,23.8,2
22.9,23.2,2
22.3,22.8,2
22.2,22.4,2
23.1,21.7,2
22.85,21.9,2
22.65,21.1,2
23.15,22.6,2
24.1,21.9,2
24.7,22.2,2
24.3,22.6,2
24.15,23.3,2
23.9,23.45,2
5.2,2.15,5
6.35,1.95,5
6.75,2.3,5
5.9,2.4,5
5.4,2.7,5
4.85,2.9,5
4.85,3.35,5
5.15,3.45,5
5.7,3.45,5
6.2,3.0,5
6.2,3.2,5
7.65,2.15,5
7.2,2.75,5
6.75,3.2,5
6.75,3.55,5
6.65,3.8,5
5.8,4.0,5
4.95,4.05,5
5.1,4.35,5
5.7,4.45,5
5.45,4.85,5
6.7,4.8,5
6.55,5.05,5
7.2,4.9,5
6.2,4.25,5
7.1,4.3,5
7.85,4.5,5
7.6,4.15,5
7.25,3.55,5
7.8,3.35,5
8.05,2.75,5
8.5,3.25,5
8.1,3.55,5
8.15,4.0,5
